Kelime,Türkçe Anlamı,Tür,Seviye,Eş Anlamlılar,Örnek Cümle (İngilizce),Örnek Cümle (Türkçe)
purposely,"kasti olarak, inadına, kasten",zarf,B2,,Did you do that purposely?,Onu kasıtlı olarak mı yaptın?
puzzled,"şaşkın, şaşırmış, karışmış",sıfat,B2,,I was very puzzled.,Çok şaşkındım.
puzzling,"kafa karıştırıcı, muammalı, anlaşılmaz",sıfat,B2,,It's very puzzling.,Bu çok şaşırtıcı.
qualified,"nitelikli, vasıflı, kalifiye",sıfat,B2,,I'm fully qualified.,Tamamen vasıflıyım.
quick,"süratli, hızlı, çabuk",sıfat,B1,,I'll be quick.,Hızlı olacağım.
quickly,"hızla, aceleyle, süratle",zarf,B2,,I did it quickly.,Ben onu çabucak yaptım.
rainy,"yağmurlu, yağışlı",sıfat,B1,,It's a rainy day.,Yağmurlu bir gün.
rapid,"ani, hızlı, kuduruk",sıfat,B1,,He has made rapid progress in English.,"O, İngilizcede hızlı bir gelişme yaptı."
rapidly,"hızla, süratle, çarçabuk",zarf,B2,,The fire spread rapidly.,Yangın hızla yayıldı.
reachable,"ulaşılabilir, erişebilir, varılabilir",sıfat,B2,,The initial results proved to be remarkably reachable.,İlk sonuçların son derece ulaşılabilir olduğu kanıtlandı.
readily,"kolaylıkla, rahatlıkla, hemen anında",zarf,B2,,He readily agreed to it.,O onu kolayca kabul etti.
ready,"hazır, hazırlamak, peşin para",sıfat,B1,,I'll be ready.,Hazır olacağım.
really,"hakikaten, gerçekten, cidden",zarf,B1,,I'm really mad.,Gerçekten deliyim.
receive,"teslim almak, almak, anlamak",sıfat,B2,,I receive food stamps.,Yemek pulları alıyorum.
recent,"son, yeni, taze",sıfat,B1,,Is it a recent picture?,O yeni bir resim mi?
recommended,"tavsiye edilmiş, tavsiye edilen, önerilen",sıfat,C1,,That's not recommended.,Bu tavsiye edilmez.
recurrent,"reküren, devirli, geri dönen",sıfat,B2,,The initial results proved to be remarkably recurrent.,İlk sonuçların son derece reküren olduğu kanıtlandı.
regional,"bölgesel, bölgesel kurum, mevzii",sıfat,B2,,Fried spiders are a regional delicacy in Cambodia.,"Kızarmış örümcek, Kamboçya'da bölgesel bir yiyecektir."
regular,"müdavim, muntazam, düzenli",sıfat,B2,,I'm a regular.,Ben düzenliyim.
regularly,"düzenli olarak, sürekli, devamlı olarak",zarf,B2,,We use it regularly.,Biz bunu düzenli olarak kullanırız.
relaxed,"rahatlamış, gevşemiş, rahat",sıfat,B2,,I'm very relaxed.,Çok rahatım.
relaxing,"dinlendirici, rahatlatıcı, gevşetici",sıfat,B2,,I'm still relaxing.,Ben hâlâ dinleniyorum.
reliable,"güvenilir, itimat edilir, güven telkin eden",sıfat,B2,,Tom isn't reliable.,Tom güvenilir değil.
religious,"dinsel, dini, dindar",sıfat,B2,,I'm not religious.,Ben dindar değilim.
remarkable,"dikkat çekici, göze çarpan, dikkate değer",sıfat,C1,,Isn't it remarkable?,Bu dikkat çekici değil mi?
remote,"uzak, naklen yayın, uzakta olan şey",sıfat,B1,,Hand me the remote.,Bana uzaktan kumandayı uzat.
renewable,"yenilenebilir, temdit edilebilir, uzatılabilir",sıfat,B2,,We must develop renewable energy sources.,Yenilenebilir enerji kaynaklarımızı geliştirmeliyiz.
repetitious,"tekrarlayan, tekrarlayıp duran, tekrarlarla dolu",sıfat,C1,,The initial results proved to be remarkably repetitious.,İlk sonuçların son derece tekrarlayan olduğu kanıtlandı.
repetitive,"tekrarlayıp duran, tekrarlı, tekrarlanan",sıfat,C1,,His work is repetitive.,Onun işi tekrarlı.
reply,"yanıtlamak, cevap, yanıt",zarf,B1,,I didn't reply.,Cevap vermedim.
reported,"rapor edilmiş, rapor edilen",sıfat,B2,,Has Tom reported it?,Tom bunu rapor etti mi?
required,"gerekli, lazım, lüzumlu",sıfat,B2,,A permit is required.,Bir izin gereklidir.
requisite,"zorunlu, gerekli şey, gereç",sıfat,B2,,The initial results proved to be remarkably requisite.,İlk sonuçların son derece zorunlu olduğu kanıtlandı.
responsible,"mesul, sorumlu, yükümlü",sıfat,C1,,I'll be responsible.,Sorumlu olacağım.
restricted,"sınırlı, kısıtlı, gizli",sıfat,C1,,This is a restricted area.,Bu yasak bir alandır.
retired,"emekli, kuytu, münzevi",sıfat,B2,"former, emeritus",I'm now retired.,Ben şimdi emekliyim.
retributive,"intikamcı, kinci, cezalandırıcı",sıfat,C1,,The initial results proved to be remarkably retributive.,İlk sonuçların son derece intikamcı olduğu kanıtlandı.
right,"sağ, hak, haklı",sıfat,B1,,I'm all right.,Ben iyiyim.
risky,"riskli, sakat, terbiyesiz",sıfat,B1,,It'll be risky.,Riskli olacak.
rival,"rakip, ... kadar ... olmak, çekişmek",sıfat,B1,,I'm Tom's rival.,Tom'un rakibiyim.
robust,"güçlü, dirençli, çetin",sıfat,B1,,He has a robust constitution.,Onun sağlam bir yapısı var.
rough,"kaba saba, kaba, sert",sıfat,B1,,The sea is rough.,Deniz haşindir.
roughly,"yaklaşık olarak, tahminen, kabaca",zarf,B2,,I'm roughly the same age as Tom.,Ben aşağı yukarı Tom'la aynı yaştayım.
running,"çalışma, işletme, koşma",sıfat,B2,,I'm running late.,Geç kalıyorum.
rural,"kırsal, taşra, köye ait",sıfat,B1,,I live in a rural area.,Kırsal bir alanda yaşıyorum.
said,"söz konusu, adı geçen, söylenmiş",sıfat,B1,,I said I'd go.,Gideceğimi söyledim.
scared,korkmuş,sıfat,B1,,I'm so scared.,Çok korkuyorum.
scary,"ürkütücü, korkunç, korkutucu",sıfat,B1,,Isn't it scary?,O korkutucu değil mi?
scholarly,"ilmi, bilgili, bilimsel",zarf,B2,,The initial results proved to be remarkably scholarly.,İlk sonuçların son derece ilmi olduğu kanıtlandı.
scientific,"ilmi, bilimsel, fenni",sıfat,C1,,Is that a scientific fact?,O bilimsel bir gerçek mi?
seasoned,"lezzet verilmiş, baharatlı, deneyimli",sıfat,B2,,Tom isn't a seasoned performer.,Tom deneyimli bir oyuncu değildir.
secret,"sır, gizli, gizem",sıfat,B1,,It's a secret.,O bir sır.
sedative,"yatıştırıcı, yatıştırıcı ilaç, teskin edici",sıfat,B2,,I gave Tom a sedative.,Tom'a bir yatıştırıcı verdim.
sedentary,"oturarak yapılan, sakin, sedanter",sıfat,B2,,The initial results proved to be remarkably sedentary.,İlk sonuçların son derece oturarak yapılan olduğu kanıtlandı.
seen,görülen,sıfat,B1,,I've seen it.,Onu gördüm.
select,"seçmek, ayıklamak, elemek",sıfat,B1,,These are select peaches.,Bunlar seçilmiş şeftaliler.
sensible,"mantıklı, akla uygun, halden anlayan",sıfat,B2,,I'm being sensible.,Mantıklı oluyorum.
sensitive,"içli, hassas, duyarlı",sıfat,B2,delicate,He is too sensitive.,"O, çok duyarlıdır."
sensual,"duygusal, şehvetli, kösnül",sıfat,B2,,The initial results proved to be remarkably sensual.,İlk sonuçların son derece duygusal olduğu kanıtlandı.
sentimental,"duygusal, içli, hassas",sıfat,C1,,Don't get sentimental.,Duygusal olma.
serious,"ciddi, ağır, ağırbaşlı",sıfat,B2,,I'm not serious.,Ciddi değilim.
several,"birçok, çeşitli, ayrı",sıfat,B2,,I have several caps.,Birkaç şapkam var.
severe,"haşin, sert, şiddetli",sıfat,B1,,Tom is in severe pain.,Tom şiddetli ağrı içinde.
shallow,"sığ, sığlaşmak, düzlemek",sıfat,B2,,You're so shallow.,Sen çok sığsın.
short,"az, alçak, kısa",sıfat,B1,,I'm not short.,Ben kısa değilim.
shown,gösterilen,sıfat,B1,,Tom hasn't shown up yet.,Tom henüz görünmedi.
sick,"hasta, yakalatmak, kusmak",sıfat,B1,,I am so sick.,Çok hastayım.
significant,"dikkate değer, kayda değer, belirli",sıfat,C1,,Why is that significant?,O neden önemli?
significantly,"önemli ölçüde, anlamlı, önemli",zarf,C1,,It shocked me significantly.,O beni önemli ölçüde şaşırttı.
simple,"sade, yalın, basit",sıfat,B1,,It's so simple.,Çok basit.
simply,"basit bir şekilde, basitçe, bayağı",zarf,B1,,I'm simply looking.,Sadece bakıyorum.
single,"bekar, tek, ayırmak",sıfat,B1,,I'm a single mom.,Ben tek bir anneyim.
smartly,"ustalıkla, zekice, sert/sıkı bir şekilde",zarf,B2,,She's smartly dressed.,"O, şık bir şekilde giyinmişti."
snowy,"karlı, bembeyaz, yağışlı",sıfat,B1,,My grandfather has snowy white hair.,Büyükbabamın kar beyazı saçı var.
social,"sosyal, sokulgan, toplumsal",sıfat,B1,,I'm a social worker.,Ben bir sosyal hizmet görevlisiyim.
societal,toplumsal,sıfat,B2,,The initial results proved to be remarkably societal.,İlk sonuçların son derece toplumsal olduğu kanıtlandı.
solar,"güneş, güneşsel, güneşle ilgili",sıfat,B1,,It uses solar power.,"O, güneş enerjisi kullanır."
somatic,"somatik, bedeni, tensel",sıfat,B2,,The initial results proved to be remarkably somatic.,İlk sonuçların son derece somatik olduğu kanıtlandı.
some,"biraz, bazı, birkaç",sıfat,B1,,I'll get some.,Biraz alacağım.
sound,"ses, söylemek, derine dalmak",sıfat,B1,,I heard a sound.,Bir ses duydum.
sour,"ekşi, zehir olmak, bozulmak",sıfat,B1,,The milk is sour.,Süt ekşi.
spare,"kıymamak, ayırmak, boş",sıfat,B1,,I have a spare key.,Yedek anahtarım var.
special,"özel, özel bir program, yemek",sıfat,B2,,I'm not special.,Ben özel değilim.
specific,"belirli, özgül, özel",sıfat,B2,,He has no specific aim.,Özel bir amacı yok.
specified,"belirlenmiş, belirtilmiş, belirtilen",sıfat,B2,,The initial results proved to be remarkably specified.,İlk sonuçların son derece belirlenmiş olduğu kanıtlandı.
spiced,"baharlı, baharatlı, baharatlanmış",sıfat,B1,,The initial results proved to be remarkably spiced.,İlk sonuçların son derece baharlı olduğu kanıtlandı.
spicy,"baharatlı, şık, hoş",sıfat,B1,,Is it too spicy?,Çok baharatlı mı?
spoiled,"şımarık, el bebek gül bebek, acımış",sıfat,B2,,I guess I'm spoiled.,Şımarık olduğumu düşünüyorum.
sporting,"spor, av, avcılık",sıfat,B2,,They sell sporting goods.,Onlar spor malzemeleri satıyorlar.
stable,"ahır, istikrarlı, durağan",sıfat,B1,,Tom isn't stable.,Tom istikrarlı değil.
started,"başlatılan, başlamış, başlatılmış",sıfat,B2,,I started to cry.,Ağlamaya başladım.
steadily,"durmadan, sabit şekilde, boyuna",zarf,B2,,The economy steadily worsened.,Ekonomi giderek kötüleşti.
steady,"sabit durum, istikrarlı, oynamaz",sıfat,B1,,We were going steady.,Biz sürekli gidiyorduk.
stolen,"çalınan, çalıntı, çalınmış",sıfat,B1,,It's been stolen.,O çalındı.
stormy,"fırtınalı, heyecanlı, çekişmeli",sıfat,B1,,It was a dark and stormy night.,Karanlık ve fırtınalı bir geceydi.
striking,"çarpıcı, vurma, geçici desteklerin alınması",sıfat,B2,,The workers are striking.,İşçiler grev yapıyorlar.
strong,"güçlü, kuvvetli, domuz gibi",sıfat,B1,,I'm not strong.,Güçlü değilim.
stunning,"sersemletme, çekici, müstesna",sıfat,B2,"marvelous, dazzling, breathtaking, magnificent",Isn't it stunning?,Çekici değil mi?
substantial,"varlıklı, önemli, azımsanmayacak",sıfat,C1,,The difference is substantial.,Fark önemlidir.
successful,"başarılı, başarıya ulaşan şey, muvaffak",sıfat,C1,,I'm very successful.,Çok başarılıyım.
such,"çok, böylesine, bu gibi",sıfat,B1,,I'm such a klutz.,Sakar Şakir'in tekiyim.
sudden,"ani, ansızın olan, apansız",sıfat,B1,,He felt a sudden pain.,"O, ani bir ağrı hissetti."
sufficient,"kafi, yeterli, elverişli",sıfat,C1,,It wasn't sufficient.,O yeterli değildi.
suitable,"münasip, uygun, elverişli",sıfat,B2,,Would that be suitable?,Uygun olur muydu?
sunny,"güneşli, günlük güneşlik, neşeli",sıfat,B1,,It'll be sunny.,Güneşli olacak.
supply,"tedarik etmek, sağlamak, tedarik",zarf,B1,,Cows supply us with milk.,İnekler bize süt sağlar.
surgical,"cerrahi, ameliyatlarda kullanılan, ameliyatla yapılan",sıfat,B2,,How common are surgical errors?,Cerrahi hatalar ne kadar yaygındır?
surprised,"şaşırmış, hayret etmiş, şaşmış",sıfat,B2,,I'm not surprised.,Ben şaşırmadım.
surprising,"şaşırtıcı, şaşılası, hayret verici",sıfat,C1,,It's not surprising.,O şaşırtıcı değil.
surrounding,"çevre, sarma, kuşatma",sıfat,C1,,They're surrounding us.,Onlar bizi kuşatıyor.
survival,"hayatta kalma, kalıntı, daha uzun yaşama",sıfat,B2,,It's a matter of survival.,Bu bir ölüm kalım meselesi.
survive,"uzun yaşamak, baki kalmak, daha uzun yaşamak",sıfat,B2,,I hope I survive.,Umarım hayatta kalırım.
susceptible,"duyarlı, duygulu, duygularına kolaylıkla kapılan",sıfat,C1,vulnerable,She was susceptible to colds.,"O, soğuk algınlığına duyarlıydı."
swift,"süratli, kara sağan, kılıç kırlangıcı",sıfat,B1,,The stream is not very swift.,Dere çok hızlı değil.
swiftly,"süratle, hızla, fişek gibi",zarf,B2,,His fingers ran swiftly over the keys.,Parmakları klavyenin üzerinde hızla hareket etti.
systematically,"sistematik olarak, sistemli olarak",zarf,C1,,"Her sewing basket, dresser drawers and pantry shelves are all systematically arranged in apple-pie order.","Onun dikiş sepeti, şifonyer çekmeceleri ve külotlu çorap rafları hepsi sistemli olarak yerli yerinde düzenlenir."
systemic,"vücuda ait, sistemik, dizgesel",sıfat,B2,,The initial results proved to be remarkably systemic.,İlk sonuçların son derece vücuda ait olduğu kanıtlandı.
tedious,"sıkıcı, bıktırıcı, meşakkatli",sıfat,B2,,It can be tedious.,O sıkıcı olabilir.
teenage,"13 19 yaş arası, on üç ile on dokuz yaşlar arasındaki devreye ait, gençlere ait",sıfat,B2,,I have two teenage sons.,İki tane ergen oğlum var.
tentative,"deneme ve tecrübe nevinden, geçici/belirsiz, geçici girişim",sıfat,B2,,All dates are tentative.,Tüm tarihler geçicidir.
terrible,"berbat, korkunç, berbat kimse",sıfat,B2,,It was so terrible.,O çok korkunçtu.
territorial,"gönüllü asker, kara, belirli bir bölgeye ait",sıfat,C1,,The initial results proved to be remarkably territorial.,İlk sonuçların son derece gönüllü asker olduğu kanıtlandı.
that,"şu, o, oradaki",sıfat,B1,,I'd do that.,Ben bunu yapardım.
these,"böyle bir miktarda, bunlar",sıfat,B1,,I'll get these.,Bunları alacağım.
thrive,"thrived/throve - thrived/thriven, serpilmek, gelişmek",sıfat,B1,"flourish, prosper, succeed",The initial results proved to be remarkably thrive.,İlk sonuçların son derece thrived/throve - thrived/thriven olduğu kanıtlandı.
thriving,"kuvvetli, büyüyen, mamur",sıfat,B2,,The initial results proved to be remarkably thriving.,İlk sonuçların son derece kuvvetli olduğu kanıtlandı.
tidy,"düzenli, derli toplu, temizlemek",sıfat,B1,,Tom isn't tidy.,Tom düzenli değildir.
tiny,"mini mini, ufacık, minicik",sıfat,B1,,My house is tiny.,Benim evim küçücük.
tired,"argın, yorgun, yorgun düşmüş",sıfat,B1,"exhausted, weary, fatigued",I'm so tired!,Öyle yorgunum ki!
tirelessly,"yorgunluk nedir bilmeden, hiç yorulmaksızın, usanmadan",zarf,C1,,The initial results proved to be remarkably tirelessly.,İlk sonuçların son derece yorgunluk nedir bilmeden olduğu kanıtlandı.
tiring,"yorucu, eziyetli, yorulmuş",sıfat,B1,,It's a tiring job.,Bu yorucu bir iş.
topic,"konu, başlık, bahis",sıfat,B1,,What's the topic?,Konu nedir?
torn,"yırtık, kopuk, ayrılmış",sıfat,B1,,Her dress was torn.,Elbisesinin yırtıktı.
total,"toplam, tutar, bulmak",sıfat,B1,,What's the total?,Toplam nedir?
totally,"bütünüyle, tamamen, tamamıyla",zarf,B2,,I'm totally free.,Tamamen özgürüm.
touching,"dokunaklı, acıklı, yanık",sıfat,B2,,You're touching me.,Bana dokunuyorsun.
tough,"zorlu, çetin, zor",sıfat,B1,,I'm not tough.,Sert değilim.
toxic,"zehirli, toksik, çok zararlı",sıfat,B1,,Lead is a toxic metal.,Kurşun toksik bir metaldir.
traditional,"geleneksel, ananevi, göreneksel",sıfat,C1,,Sing me a traditional song.,Bana geleneksel bir şarkı söyle.
transforming,"dönüştürücü, dönüşmekte olan, dönüşen",sıfat,C1,,The initial results proved to be remarkably transforming.,İlk sonuçların son derece dönüştürücü olduğu kanıtlandı.
transnational,"uluslaraşırı, transnasyonal, uluslararası",sıfat,C1,,The initial results proved to be remarkably transnational.,İlk sonuçların son derece uluslaraşırı olduğu kanıtlandı.
treated,"işlem görmüş, arıtılmış, davranılmış",sıfat,B2,,He treated me badly.,O bana kötü davrandı.
trial,"yargılama, duruşma, deneme",sıfat,B1,,There was a trial.,Bir duruşma vardı.
tried,"mücerrep, saf, sınanmış",sıfat,B1,,I've tried it.,Onu denedim.
triggered,"tetiklenmiş, ateşlenmiş, tetikli",sıfat,B2,,What triggered the sensor?,Sensörü ne tetikledi?
trustworthy,"güvenilir, harbi, sağlam",sıfat,C1,,Tom isn't trustworthy.,Tom güvenilir değil.
trying,"deneme, zor, sıkıntılı",sıfat,B1,,I'll die trying.,Deneyerek öleceğim.
ultra,"aşırı, uç görüşlü kimse, son derece",sıfat,B1,,The initial results proved to be remarkably ultra.,İlk sonuçların son derece aşırı olduğu kanıtlandı.
uncertain,"belirsiz, bilinmez, şüpheli",sıfat,B2,,I'm still uncertain.,Ben hâlâ kuşkuluyum.
unchanged,"değiştirilmemiş, değişmemiş, değiştirilemez",sıfat,B2,,The situation remains unchanged.,Durum değişmeden kalır.
unclear,"belirsiz, zor anlaşılır, açık olmayan",sıfat,B2,,Its origin is unclear.,Onun kökeni belirsizdir.
undergoing,"süregelen, süren",sıfat,C1,,The website was undergoing maintenance.,Web sitesi bakım geçiriyor.
undesired,"istenmeyen, arzu edilmeyen, istenmedik",sıfat,B2,,The initial results proved to be remarkably undesired.,İlk sonuçların son derece istenmeyen olduğu kanıtlandı.
unequal,"eşitsiz, eşit olamayan, oransız",sıfat,B2,,The initial results proved to be remarkably unequal.,İlk sonuçların son derece eşitsiz olduğu kanıtlandı.
unexpected,"beklenmedik, beklenmeyen, ummadık",sıfat,C1,,It was not unexpected.,Beklenmedik değildi.
unfavorable,"elverişsiz, olumsuz, ters",sıfat,C1,,The verdict was unfavorable.,Karar olumsuzdu.
unfinished,"işlenmemiş, yarım kalmış, yarım",sıfat,C1,,I hate unfinished business.,Yarım kalmış işten nefret ederim.
unfortunately,"maalesef, aksi gibi, ne yazık ki",zarf,C1,,It's unfortunately true.,Bu ne yazık ki doğrudur.
unique,"emsalsiz, benzersiz, kendine mahsus",sıfat,B1,,We're all unique.,Biz hepimiz benzersiziz.
unlike,"farklı, benzemez, birbirine benzemeyen",sıfat,B1,,That's so unlike you.,O sana çok benzemiyor.
unluckily,"şanssızlık eseri, aksi tesadüf, maalesef",zarf,B2,,The initial results proved to be remarkably unluckily.,İlk sonuçların son derece şanssızlık eseri olduğu kanıtlandı.
unparallel,"eğri, paralel olmayan",sıfat,C1,,The initial results proved to be remarkably unparallel.,İlk sonuçların son derece eğri olduğu kanıtlandı.
unprecedented,"eşi benzeri görülmemiş, eşi görülmemiş, yeni",sıfat,C1,,It's not unprecedented.,"Bu, eşi görülmemiş değil."
unsafe,"güvenli olmayan, emin olmayan, güvenilmez",sıfat,B1,,I don't feel unsafe.,Emniyetsiz hissetmiyorum.
unsuitable,"uygunsuz, olmayacak, uymaz",sıfat,C1,,"In my opinion, it's quite unsuitable.","Bence, o oldukça uygunsuz."
untreatable,"tedavisiz, tedavisi imkansız, tedavi edilemez",sıfat,C1,,The initial results proved to be remarkably untreatable.,İlk sonuçların son derece tedavisiz olduğu kanıtlandı.
unwanted,"istenilmeyen, istenmemiş, istenmeyen",sıfat,B2,,I keep receiving unwanted emails.,İstemediğim e-postaları almaya devam ediyorum.
updated,"günümüze en yakın tarihte hazırlanmış, yenilenmiş, güncellenen",sıfat,B2,,Please keep me updated.,Lütfen beni gelişmelerden haberdar et.
upheaval,"yükselme, devrim, kabarma",sıfat,B2,,The initial results proved to be remarkably upheaval.,İlk sonuçların son derece yükselme olduğu kanıtlandı.
urban,"şehirsel, kentsel, şehir",sıfat,B1,,Isn't that just an urban legend?,Bu sadece bir şehir efsanesi değil mi?
useful,"faydalı, yararlı, kullanışlı",sıfat,B1,,I hope it's useful.,Umarım yararlıdır.
using,"kullanma, kullanan, kullanılan",sıfat,B1,,I'm using this.,Ben bunu kullanıyorum.
usually,"genellikle, çoğunlukla, çoğu zaman",zarf,B2,,I usually do vote.,Genellikle oy kullanırım.
utterly,"tümüyle, tamamen, düpedüz",zarf,B2,,He was utterly perplexed.,O son derece şaşırmıştı.
vague,"şüpheli, kararsız, anlaşılmaz",sıfat,B1,,Tom wasn't vague.,Tom kararsız değildi.
vanish,"ortadan kaybolmak, yitmek, kayıplara karışmak",sıfat,B1,,Tom's smile vanished.,Tom'un gülümsemesi kayboldu.
variable,"değişken, uyuşmazlık, değişken şey",sıfat,B2,,Variable names in C are case sensitive.,C'deki değişken isimler büyük küçük harfe duyarlıdır.
various,"çeşitli, muhtelif, birkaç",sıfat,B2,,I heard various opinions.,Çeşitli görüşler duydum.
venomous,"haince, düşman, ağılı",sıfat,B2,,This snake isn't venomous.,Bu yılan zehirli değil.
very,"çok, hatta, bile",sıfat,B1,,I'm very fat.,Ben çok şişmanım.
vital,"yaşamsal, çok önemli, hayati",sıfat,B1,,Exercise is vital for a dog.,"Egzersiz, bir köpek için hayatidir."
wanted,"lazım, gerekli, aranılan",sıfat,B1,,I wanted a job.,Ben bir iş istedim.
wealthy,"varlıklı, zengin, servet sahibi",sıfat,B2,,I'm not wealthy.,Ben zengin değilim.
wet,"ıslatmak, ıslak, yaş",sıfat,B1,,It's all wet.,Onun hepsi ıslak.
whole,"tam, bütün, tüm",sıfat,B1,,My whole body hurts.,Her yerim ağrıyor.
wide,"geniş, bol, engin",sıfat,B1,,How wide is it?,"O, ne kadar geniştir?"
widespread,"yaygın, alabildiğine açılmış, geniş alana yayılmış",sıfat,C1,,How widespread is it?,Bu ne kadar yaygın?
wild,"yaban, vahşi, yabani",sıfat,B1,,Isn't it wild?,Vahşi değil mi?
windy,"rüzgarlı, hızlı, lafı uzatan",sıfat,B1,,It's a windy day.,Rüzgarlı bir gün.
wisely,"akıllıca, bilgece",zarf,B1,,He has acted wisely.,O akıllıca davrandı.
witnessed,"meşhut, şahit olunmuş",sıfat,B2,,He witnessed the murder.,O cinayete tanıklık etti.
worldwide,"dünya çapındaki, dünyadaki her ulusu kapsayan, yaygın",sıfat,B2,,It's a worldwide problem.,Dünya çapında bir sorun.
worried,"endişeli, kaygılı, endişelenmiş",sıfat,B2,,I'm not worried.,Endişeli değilim.
worrying,"endişe verici, üzücü, rahatsız edici",sıfat,B2,,What's worrying you?,Seni ne endişelendiriyor?
worthy,"önemli kimse, ileri gelenlerden biri, saygın kişi",sıfat,B1,,What a worthy cause!,Ne önemli bir sebep!
wounded,"yaralı, yaralanmış, mecruh",sıfat,B2,,Tom wasn't wounded.,Tom yaralanmadı.
xx,yirminci,sıfat,B1,,The initial results proved to be remarkably xx.,İlk sonuçların son derece yirminci olduğu kanıtlandı.
young,"genç, hayvan yavrusu, döl",sıfat,B1,,He's so young.,O çok genç.
youthful,"dinç, genç bir havaya sahip, genç",sıfat,B2,,"Tom is very youthful, isn't he?","Tom çok genç, değil mi?"
