Alt Klasör,Kelime,Türkçe Anlamı,Tür,Seviye,Eş Anlamlılar,Örnek Cümle (İngilizce),Örnek Cümle (Türkçe)
B1 Temel Akademik İsimler,issue,"mesele, sorun, yayınlamak",isim,B1,,It's not an issue.,Sorun değil.
B1 Temel Akademik İsimler,issues,sorunlar,isim,B1,,I had issues I had to deal with.,Uğraşmam gereken sorunlarım vardı.
B1 Temel Akademik İsimler,item,"kalem, madde, adet",isim,B1,,What is this item called?,Bu maddeye ne denir?
B1 Temel Akademik İsimler,its,"onun, -in",isim,B1,,It's on its way.,Yolda.
B1 Temel Akademik İsimler,jail,"hapishane, hapis, cezaevi",isim,B1,,I'm now in jail.,Şimdi hapisteyim.
B1 Temel Akademik İsimler,jailer,"gardiyan, zindancı",isim,B1,,The investigation highlighted the critical role of jailer.,Soruşturma gardiyan kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,jogging,"hafif koşu, jogging, koşu",isim,B2,,I don't like jogging.,Koşudan hoşlanmıyorum.
B1 Temel Akademik İsimler,joke,"komiklik, şaka, espri yapmak",isim,B1,,It's not a joke.,O bir şaka değil.
B2 İleri Akademik İsimler,journey,"yolculuk, seyahat, yolculuk etmek",isim,B2,,It's a long journey.,Bu uzun bir yolculuk.
B2 İleri Akademik İsimler,jumping,"atlama, sıçrama, sıçrayış",isim,B2,,Stop jumping on the bed.,Yatakta zıplamayı kes.
B1 Temel Akademik İsimler,jungle,"orman, karışıklık, cangıl",isim,B1,,We're not in the jungle.,Biz cangılda değiliz.
B2 İleri Akademik İsimler,keeping,"geçindirme, bakım, koruma",isim,B2,,I'm keeping a secret.,Sır tutuyorum.
B1 Temel Akademik İsimler,keys,"anahtarlar, ana resimler",isim,B1,,I'll get my keys.,Anahtarlarımı alacağım.
B1 Temel Akademik İsimler,kid,"velet, çocuk, küçük çocuk",isim,B1,,I'm a big kid.,Ben büyük bir çocuğum.
B1 Temel Akademik İsimler,kidney,"böbrek, huy, tip",isim,B1,,I need a new kidney.,Yeni bir böbreğe ihtiyacım var.
B1 Temel Akademik İsimler,kids,çocuklar,isim,B1,,I don't have kids.,Çocuklarım yok.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",killer,"öldürücü, katil, öldürücü darbe",isim,B1,,I'm not a killer.,Ben bir katil değilim.
B1 Temel Akademik İsimler,km,"kilometre, km",isim,B1,,"They fly about 35,000 km in eight months.","Onlar sekiz ayda yaklaşık 35,000 km uçarlar."
B1 Temel Akademik İsimler,knives,bıçaklar,isim,B1,,They're armed with knives.,Onlar bıçaklarla silahlanmıştı.
B2 İleri Akademik İsimler,knowledge,"bilgi, ilim, bili",isim,B2,"information, wisdom, insight, awareness",I had no such knowledge.,Benim böyle bir bilgim yoktu.
B1 Temel Akademik İsimler,lamb,"kuzu, kuzulamak, kuzu gibi masum ve zayıf kimse",isim,B1,,The wolf killed the lamb.,"Kurt, kuzuyu öldürdü."
B2 İleri Akademik İsimler,laughter,"kahkaha, kahkahalar, hande",isim,B2,,We'll miss your laughter.,Biz kahkahanı özleyeceğiz.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",law,"yasa, hukuk, kanun",isim,B1,,I'm a law student.,Hukuk öğrencisiyim.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",lawyer,"avukat, hukukçu, dava vekili",isim,B1,,I'm Tom's lawyer.,Tom'un avukatıyım.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",lawyers,hukukçular,isim,B2,,Tom's parents were lawyers.,Tom'un anne-babası avukattı.
B1 Temel Akademik İsimler,ldl,"düşük dansiteli lipoprotein, düşük dansiteli okside lipoprotein, düşük dansiteli lipoprotein kolesterol",isim,B1,,The investigation highlighted the critical role of ldl.,Soruşturma düşük dansiteli lipoprotein kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,lea,"otlak, mera, çayır",isim,B1,,We've got a lead.,Bizim bir kurşunumuz var.
B1 Temel Akademik İsimler,lead,"yol göstermek, rehberlik etmek, sürmek",isim,B1,,We've got a lead.,Bizim bir kurşunumuz var.
B2 İleri Akademik İsimler,leaders,liderler,isim,B2,,Germany's leaders were losing hope.,Almanya liderleri umudunu kaybediyordu.
B1 Temel Akademik İsimler,leads,"yol açar, sabreden derviş muradına ermiş, aksilikler/sorunlar hep üst üste gelir",isim,B1,,He leads a hectic life.,O telaşlı bir hayat sürüyor.
B1 Temel Akademik İsimler,leaf,"yaprak vermek, yaprak, yapraklanmak",isim,B1,,What's on the leaf?,Yaprağın üzerindeki nedir?
B2 İleri Akademik İsimler,learner,"acemi, öğrenici, öğrenci",isim,B2,,I'm a fast learner.,Ben hızlı bir öğreniciyim.
B2 İleri Akademik İsimler,learning,"öğrenme, öğrenim, ilim",isim,B2,,I'm learning a lot.,Çok şey öğreniyorum.
B2 İleri Akademik İsimler,leather,"deri, kayışla dövmek, deri ile donatmak",isim,B2,,It's made of leather.,O deriden yapılmış.
B1 Temel Akademik İsimler,leaves,"kitap yaprağı, yapraklar",isim,B1,,The train leaves at six.,Tren altıda ayrılır.
B2 İleri Akademik İsimler,leaving,"ayrılma, terketme, terk",isim,B2,,I'll be leaving now.,Şimdi gitmek üzereyim.
B2 İleri Akademik İsimler,lecture,"ders anlatmak, konferans vermek, uzun öğüt",isim,B2,,I don't need a lecture.,Bir derse ihtiyacım yok.
B1 Temel Akademik İsimler,led,"neden olmuş, çok küçük ampul, ışık yayan diyot",isim,B1,,He led a sober life.,"O, gösterişsiz bir hayat sürdü."
B1 Temel Akademik İsimler,legacy,"miras, kalıt, vasiyetname ile bırakılan mal veya varlık",isim,B1,,The investigation highlighted the critical role of legacy.,Soruşturma miras kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,leisure,"boş vakit, işsizlik, dinlence",isim,B2,,You can do it at your leisure.,Onu boş zamanınızda yapabilirsiniz.
B1 Temel Akademik İsimler,lesson,"ders, azar, hisse",isim,B1,,Is it the last lesson?,Bu son ders mi?
B1 Temel Akademik İsimler,level,"seviye, düzey, kademe",isim,B1,,The river level is high.,Nehir seviyesi yüksektir.
B1 Temel Akademik İsimler,levels,"sel sınıflama derecesi, çehrenin, yüzün üç basamağı",isim,B1,,My cholesterol levels are high.,Benim kolesterol seviyelerim yüksektir.
B1 Temel Akademik İsimler,life,"yaşam, hayat, can",isim,B1,,I owe him my life.,Ona hayatımı borçluyum.
B2 İleri Akademik İsimler,lifestyle,"yaşam tarzı, yaşam stili, yaşam biçimi",isim,B2,,Do you live a healthy lifestyle?,Sağlıklı bir yaşam tarzı yaşıyor musunuz?
B1 Temel Akademik İsimler,limit,"sınırlandırmak, kısıtlamak, sınırlamak",isim,B1,,I'm over my limit.,Ben sınırımı aştım.
C1 Üst Düzey Akademik İsimler,limitation,"kısıtlama, sınırlama, limit",isim,C1,,It is important to know your own limitations.,Kendi sınırlarını bilmen önemlidir.
C1 Üst Düzey Akademik İsimler,limitations,"kısıtlamalar, kısıtlar, sınırlar",isim,C1,,It is important to know your own limitations.,Kendi sınırlarını bilmen önemlidir.
B1 Temel Akademik İsimler,limits,"çerçeve, hudut hatları, sınırlar",isim,B1,,This area's off limits.,Bu alan yasak bölge.
B1 Temel Akademik İsimler,line,"astarlamak, satır, hat",isim,B1,,I'm next in line.,Ben sırada bir sonrakiyim.
B2 İleri Akademik İsimler,listener,"dinleyici, dinleyen",isim,B2,,I'm a good listener.,Ben iyi bir dinleyiciyim.
B2 İleri Akademik İsimler,listening,"dinleme, dinleyiş, dinleyen",isim,B2,,I'm listening to you.,Seni dinliyorum.
C1 Üst Düzey Akademik İsimler,literature,"literatür, edebiyat, kaynak",isim,C1,,Do you like French literature?,Fransız edebiyatını beğenir misin?
B1 Temel Akademik İsimler,liver,"karaciğer, ciğer, emaye dalgası",isim,B1,,I need a liver transplant.,Karaciğer nakline ihtiyacım var.
B2 İleri Akademik İsimler,location,"yer, konum, iskan",isim,B2,,This is an amazing location.,Bu inanılmaz bir yer.
B1 Temel Akademik İsimler,longer,"can atan kimse, özlemiş kimse, daha uzun",isim,B1,,I no longer need it.,Artık buna ihtiyacım yok.
B2 İleri Akademik İsimler,looking,"bakış, görünme, bakma",isim,B2,,He's looking at me.,O bana bakıyor.
B1 Temel Akademik İsimler,looks,görünüş,isim,B1,,It looks OK to me.,Bu bana iyi görünüyor.
B1 Temel Akademik İsimler,lorry,"kamyon, alçak, açık",isim,B1,,The investigation highlighted the critical role of lorry.,Soruşturma kamyon kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,loss,"zarar, kayıp, hasar",isim,B1,,It's a huge loss.,Bu büyük bir kayıp.
B1 Temel Akademik İsimler,lot,"pay, bölüştürmek, taksim etmek",isim,B1,,I do talk a lot.,Ben çok konuşurum.
B1 Temel Akademik İsimler,lower,"düşürmek, alçaltmak, indirmek",isim,B1,,Can you lower the price?,Fiyatı düşürebilir misiniz?
B2 İleri Akademik İsimler,lowering,"tezellül, alçaltma, indirme",isim,B2,,Are you taking a cholesterol-lowering medication?,Kolestrol düşürücü bir ilaç alıyor musun?
B1 Temel Akademik İsimler,luck,"şans, talih, akyazı",isim,B1,,I'll try my luck.,Ben şansımı deneyeceğim.
B2 İleri Akademik İsimler,lullabies,ninni,isim,B2,,The investigation highlighted the critical role of lullabies.,Soruşturma ninni kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,lumber,"kereste, ormanda ağaç kesmek, ağaç kesmek",isim,B1,,We need lumber to build a barn.,Ahır inşa etmek için keresteye ihtiyacımız var.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",lung,"akciğer, ciğer",isim,B1,,He's got lung cancer.,Onun akciğer kanseri var.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",lungs,"akciğer, ciğer, akciğerler",isim,B1,,Smoking does damage your lungs.,Sigara içmek akciğerlerinize zarar verir.
B2 İleri Akademik İsimler,magician,"sihirbaz, büyücü, gözbağcı",isim,B2,,I'm not a magician.,Ben sihirbaz değilim.
C1 Üst Düzey Akademik İsimler,magician's,"sihirbaz, büyücü, gözbağcı",isim,C1,,The investigation highlighted the critical role of magician's.,Soruşturma sihirbaz kavramının kritik rolünü vurguladı.
C1 Üst Düzey Akademik İsimler,maintaining,"koruma, kollama",isim,C1,,Maintaining that tie is important.,O kravata bakım yapmak önemlidir.
C1 Üst Düzey Akademik İsimler,maintenance,"bakım, muhafaza, idame",isim,C1,,The website was down for maintenance.,Web sitesi bakım için devre dışıydı.
B1 Temel Akademik İsimler,major,"asıl, büyük, başlıca",isim,B1,,This is a major issue.,Bu büyük bir sorun.
B1 Temel Akademik İsimler,makes,"bahaneci, beni öldürmeyen şey beni güçlendirir, başarı aptal insanları bilge gibi gösterir",isim,B1,,It makes me feel old.,Bu beni yaşlı hissettiriyor.
B1 Temel Akademik İsimler,making,"yapma, etme, yapım",isim,B1,,I'm making a list.,Ben bir liste yapıyorum.
B1 Temel Akademik İsimler,male,"erkek, bay, erkek fiş",isim,B1,,Is that dog male or female?,O köpek erkek mi yoksa dişi mi?
C1 Üst Düzey Akademik İsimler,management,"işletme, idare, yönetim",isim,C1,,We're under new management.,Yeni yönetim altındayız.
B2 İleri Akademik İsimler,manager,"menajer, idareci, yönetici",isim,B2,,I'm not the manager.,Ben yönetici değilim.
B2 İleri Akademik İsimler,mankind,"insanlık, erkekler, insan soyu",isim,B2,,I fear for the future of mankind.,Ben insanlığın geleceği için korkuyorum.
B1 Temel Akademik İsimler,mantle,"harmaniye, lamba gömleği, örten şey",isim,B1,,The investigation highlighted the critical role of mantle.,Soruşturma harmaniye kavramının kritik rolünü vurguladı.
C1 Üst Düzey Akademik İsimler,manufacture,"imal etmek, üretim, uydurmak",isim,C1,,Robots are used to manufacture cars.,Robotlar araba üretmek içindir.
C1 Üst Düzey Akademik İsimler,manufacturer,"imalatçı, yapımcı, üreticisi",isim,C1,,The manufacturer guaranteed the new machine for 5 years.,Üretici yeni makineye 5 yıl garanti verdi.
B1 Temel Akademik İsimler,mark,"işaretlemek, iz, işaret",isim,B1,,I want to leave a mark.,Bir iz bırakmak istiyorum.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",marketing,"pazarlama, alışveriş, alışveriş yapma",isim,B2,,He is the head of marketing.,O pazarlama müdürüdür.
B1 Temel Akademik İsimler,mate,"mat, ahbap, eş olmak",isim,B1,,Where is the mate to this sock?,Bu çorabın eşi nerede?
B2 İleri Akademik İsimler,materials,"malzemeler, materyaller, bez",isim,B2,,We got all the materials together.,Bütün malzemeleri toparladık.
B1 Temel Akademik İsimler,matrix,"kalıp, rahim, matris",isim,B1,,The investigation highlighted the critical role of matrix.,Soruşturma kalıp kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,matter,"mesele, konu, önem taşımak",isim,B1,,Does it matter to you?,Senin için önemli mi?
B2 İleri Akademik İsimler,matters,umur,isim,B2,,That's all that matters.,İşte bütün mesele budur.
B1 Temel Akademik İsimler,may,"mayıs ayı, mayıs, mümkün olmak",isim,B1,,I may do it yet.,Onu henüz yapabilirim.
B1 Temel Akademik İsimler,mayor,"belediye başkanı, belediye reisi",isim,B1,,Aren't you the mayor?,Belediye başkanı sen değil misin?
B1 Temel Akademik İsimler,means,"araç, vasıta, vesile",isim,B1,,Do it by all means.,Her ne şekilde olursa olsun onu yap.
B2 İleri Akademik İsimler,measure,"ölçmek, önlem, ölçü",isim,B2,,I didn't measure it.,Onu ölçmedim.
C1 Üst Düzey Akademik İsimler,measurement,"ölçüm, ölçü, mesaha",isim,C1,,That's an exact measurement.,O bir tam ölçüm.
C1 Üst Düzey Akademik İsimler,measurements,"ölçüler, ölçü birimi",isim,C1,,The measurements must be precise.,Ölçümler hassas olmalı.
B2 İleri Akademik İsimler,measures,"had, miktar, önlem",isim,B2,,Such measures were not necessary.,Böylesine önlemler gerekli değildi.
B2 İleri Akademik İsimler,measuring,"değer biçme, ölçüm, ölçü",isim,B2,,The carpenter is measuring the floor.,Marangoz döşemeyi ölçüyor.
B1 Temel Akademik İsimler,media,"medya, basın, radyo",isim,B1,,Don't believe the media.,Medyaya inanma.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",medication,"ilaç, ilaç tedavisi, iyileştirme",isim,C1,"treatment, medicine, drug, cure",I don't need medication.,Benim ilaca ihtiyacım yok.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",medicine,"tıp, ilaç, katlanmak",isim,B2,medication,I have to take medicine.,İlaç almak zorundayım.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",medics,"kabayonca, doktor, korunga",isim,B1,,The investigation highlighted the critical role of medics.,Soruşturma kabayonca kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,medium,"orta, çevre, çare",isim,B1,,I like my steak medium.,Bifteğimi orta büyüklükte severim.
B2 İleri Akademik İsimler,melodies,"melodi, terane, nağme",isim,B2,,The investigation highlighted the critical role of melodies.,Soruşturma melodi kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,melody,"melodi, terane, nağme",isim,B1,,That's an eerie melody.,Bu ürkütücü bir melodi.
B2 İleri Akademik İsimler,melting,"ergime, eritme, eri",isim,B2,,The ice cream is melting.,Dondurma eriyor.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",member,"üye, organ, mensup",isim,B1,,I'm not a member.,Ben üye değilim.
B2 İleri Akademik İsimler,members,üyeler,isim,B2,,Who are the voting members?,Oy veren üyeler kimler?
B1 Temel Akademik İsimler,men,"erkekler, işçiler, adamlar",isim,B1,,You and I are men.,Sen ve ben erkeğiz.
B1 Temel Akademik İsimler,meter,"sayaç, metre, saat ile ölçmek",isim,B1,,We ran a hundred-meter dash.,Biz yüz metre koştuk.
B1 Temel Akademik İsimler,method,"metot, usul, yöntem",isim,B1,,That method didn't work.,O yöntem işe yaramadı.
B2 İleri Akademik İsimler,methods,yöntemler,isim,B2,,Tom's methods were unorthodox.,Tom'un yöntemleri alışılmışın dışındaydı.
B1 Temel Akademik İsimler,mice,fareler,isim,B1,,I'm afraid of mice.,Farelerden korkarım.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",million,milyon,isim,B2,,I know a million jokes.,Bir milyon fıkra biliyorum.
B1 Temel Akademik İsimler,mind,"önemsemek, aldırmak, akıl",isim,B1,,I don't mind it.,Ben onu umursamıyorum.
B1 Temel Akademik İsimler,minor,"rüştünü ispat etmemiş kimse, reşit olmayan kimse, ergin olmayan kimse",isim,B1,,I'm still a minor.,Ben hala küçüğüm.
B2 İleri Akademik İsimler,mission,"vazife, misyon, görev",isim,B2,,We're on a mission.,Biz bir görevdeyiz.
B1 Temel Akademik İsimler,model,"model, manken, modellik etmek",isim,B1,,It's an older model.,Bu daha eski bir model.
B2 İleri Akademik İsimler,modernist,"yenilikçi, modernist",isim,B2,,The investigation highlighted the critical role of modernist.,Soruşturma yenilikçi kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,moist,"rutubetli, nemli, ıslak",isim,B1,,It's moist and warm.,Nemli ve sıcak.
B1 Temel Akademik İsimler,moment,"an, önem, cevher",isim,B1,,Can I have a moment?,Bir dakika alabilir miyim?
B2 İleri Akademik İsimler,monitor,"izlemek, gözlemek, monitör",isim,B2,,Parents should monitor their children's activities.,"Anne babalar, çocuklarının etkinliklerini izlemelidirler."
B1 Temel Akademik İsimler,months,aylar,isim,B1,,See you in three months.,Üç ay içinde görüşürüz.
B2 İleri Akademik İsimler,morning,"sabah, sabah vakti, başlama",isim,B2,,I had a busy morning.,Yoğun bir sabah geçirdim.
B2 İleri Akademik İsimler,mortality,"ölümlülük, fanilik, ölüm oranı",isim,B2,,The mortality rate has fallen.,Ölüm oranı düştü.
B1 Temel Akademik İsimler,mosque,"mescit, cami",isim,B1,,I have to go to the mosque.,Camiye gitmek zorundayım.
B2 İleri Akademik İsimler,mosquito,"sivrisinek, moskuito",isim,B2,,A mosquito just bit me.,Bir sivrisinek az önce beni ısırdı.
B2 İleri Akademik İsimler,movement,"hareket, gidiş, saatin parçaları",isim,B2,,He was the leader of the movement.,"O, hareketin lideriydi."
B1 Temel Akademik İsimler,movie,"film, sinema, sinema filmi",isim,B1,,I'm a movie buff.,Ben bir filmkoliğim.
B1 Temel Akademik İsimler,murder,"cinayet işlemek, öldürmek, öldürme",isim,B1,,He is guilty of murder.,O cinayetten suçludur.
B2 İleri Akademik İsimler,murderer,"katil, kıyacı, cani",isim,B2,,I'm not a murderer.,Ben bir katil değilim.
B2 İleri Akademik İsimler,musicians,"çalgıcılar, müzisyenler",isim,B2,,Aren't you two musicians?,Siz ikiniz müzisyen değil misiniz?
B1 Temel Akademik İsimler,must,"gerekmek, -malı, -meli",isim,B1,,I must do it now.,Onu şimdi yapmalıyım.
B2 İleri Akademik İsimler,mutation,"mutasyon, dönüşme, değişim",isim,B2,,The investigation highlighted the critical role of mutation.,Soruşturma mutasyon kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,my,"benim, bana ait",isim,B1,,I'm in my car.,Arabamın içindeyim.
B2 İleri Akademik İsimler,mystery,"sır, esrar, gizem",isim,B2,,It's still a mystery.,Hâlâ gizemini koruyor.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",nature,"mahiyet, doğa, tabiat",isim,B1,,He has a mild nature.,Onun ılımlı bir doğası var.
B1 Temel Akademik İsimler,need,"ihtiyaç duymak, gerek, gereksinim",isim,B1,,Do I need a tie?,Bir kravata ihtiyacım var mı?
C1 Üst Düzey Akademik İsimler,neighborhood,"mahalle, muhit, komşular",isim,C1,,It's a bad neighborhood.,Bu kötü bir mahalle.
B2 İleri Akademik İsimler,neither,"hiçbir, ikisinden hiçbiri, ne bu ne öteki",isim,B2,,He knows neither of us.,"O, hiçbirimizi tanımaz."
B2 İleri Akademik İsimler,networks,"kütüphane bilgi ağları, veri depolama ağı, bilgi ağları",isim,B2,,People talk a lot about social networks these days.,İnsanlar bu günlerde sosyal ağlar hakkında çok şey konuşuyorlar.
B1 Temel Akademik İsimler,nights,"geceler, geceleri",isim,B1,,We stayed for three nights.,Biz üç gece boyunca kaldık.
B1 Temel Akademik İsimler,nile,nil nehri,isim,B1,,How long is the Nile River?,Nil Nehrinin uzunluğu ne kadar?
B1 Temel Akademik İsimler,no,"hayır, aleyhte oy, red",isim,B1,,I can't say no.,Ben hayır diyemem.
B1 Temel Akademik İsimler,norm,"kaide, standart, düstur",isim,B1,,The investigation highlighted the critical role of norm.,Soruşturma kaide kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,norms,"normlar, sosyal grup için ortak olan davranış veya fikir standartları",isim,B1,,The investigation highlighted the critical role of norms.,Soruşturma normlar kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,number,"numaralamak, saymak, sayı",isim,B1,,Here's Tom's number.,İşte Tom'un numarası.
B2 İleri Akademik İsimler,numbers,"şiir, çokluk, sayılar",isim,B2,,Are you good with numbers?,Sayılarla aran iyi mi?
B2 İleri Akademik İsimler,nursing,"bakma, doğum, emzirme",isim,B2,,"Your mother is in a nursing home, isn't she?","Annen bir huzur evinde, değil mi?"
B2 İleri Akademik İsimler,nurturing,"besleme, büyütme, anaç",isim,B2,,The investigation highlighted the critical role of nurturing.,Soruşturma besleme kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,nutrient,"besin maddesi, gıda, besleyici madde",isim,B2,,Fresh vegetables contain many nutrients.,Taze sebzeler birçok besin içerir.
C1 Üst Düzey Akademik İsimler,nutritionist,"diyetisyen, beslenme uzmanı, nütritiyonist",isim,C1,,The investigation highlighted the critical role of nutritionist.,Soruşturma diyetisyen kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,ob,"obi nehri, ob, doğum ve gebelik bilimi",isim,B1,,The investigation highlighted the critical role of ob.,Soruşturma obi nehri kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,object,"itiraz etmek, razı olmamak, karşı çıkmak",isim,B1,,That wasn't my object.,Benim amacım o değildi.
B2 İleri Akademik İsimler,objection,"mahzur, karşı gelme, itiraz",isim,B2,,Do you have any objection?,Herhangi bir itirazınız var mı?
C1 Üst Düzey Akademik İsimler,observation,"gözetleme, gözlem, rasat",isim,C1,,Can I make one observation?,Ben bir gözlem yapabilir miyim?
B2 İleri Akademik İsimler,obstacle,"mani, engel, tebelleş",isim,B2,,Bad weather is no obstacle.,Kötü hava engel değildir.
B2 İleri Akademik İsimler,obtaining,"edinme, temin",isim,B2,,The investigation highlighted the critical role of obtaining.,Soruşturma edinme kavramının kritik rolünü vurguladı.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",ocean,"okyanus, umman, derya",isim,B1,,I can smell the ocean.,Okyanusun kokusunu alabiliyorum.
B2 İleri Akademik İsimler,offenses,"siyasal suçlar ve suçlular, çevreye karşı suçlar, mala karşı suçlar",isim,B2,,The investigation highlighted the critical role of offenses.,Soruşturma siyasal suçlar ve suçlular kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,offer,"teklif vermek, önermek, teklif etmek",isim,B1,,I got a job offer.,Bir iş teklifi aldım.
B1 Temel Akademik İsimler,oil,"yağ, yağ çekmek, yağcılık yapmak",isim,B1,,Give me the olive oil.,Bana zeytinyağı ver.
B1 Temel Akademik İsimler,oils,yağlar,isim,B1,,The investigation highlighted the critical role of oils.,Soruşturma yağlar kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,one,"bir, tek, biri",isim,B1,,I'm one of you.,Ben sizden biriyim.
B2 İleri Akademik İsimler,operating,"çalıştırma, işletme, ameliyat",isim,B2,,Carry her to the operating room.,Onu ameliyathaneye taşı.
B2 İleri Akademik İsimler,operation,"operasyon, işletme, harekat",isim,B2,,Do I need an operation?,Ameliyat olmam gerekiyor mu?
B2 İleri Akademik İsimler,opinion,"kanaat, kanı, düşünce",isim,B2,,What's Tom's opinion?,Tom'un fikri nedir?
C1 Üst Düzey Akademik İsimler,opportunities,"fırsatlar, imkanlar",isim,C1,,Don't let opportunities pass by.,Fırsatların geçip gitmesine izin vermeyin.
C1 Üst Düzey Akademik İsimler,opportunity,"olanak, imkan, fırsat",isim,C1,,It's a huge opportunity.,O büyük bir fırsat.
B1 Temel Akademik İsimler,option,"seçenek, oy, şık",isim,B1,,It's our only option.,Tek seçeneğimiz.
B2 İleri Akademik İsimler,options,"opsiyonlar, satın alma veya satma hakkı, seçenekler",isim,B2,,I'm out of options.,Benim seçeneklerim yok.
B1 Temel Akademik İsimler,order,"sipariş vermek, emretmek, buyurmak",isim,B1,,I didn't order it.,Onu sipariş etmedim.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",organs,aza,isim,B1,,No vital organs were damaged.,Hiçbir hayati organ hasar görmedi.
B1 Temel Akademik İsimler,our,bizim,isim,B1,,We're on our own.,Kendi başımızayız.
B2 İleri Akademik İsimler,outcome,"netice, sonuç, sonuç ürün",isim,B2,,What'll the outcome be?,Sonuç ne olacak?
B2 İleri Akademik İsimler,outcomes,sonuçlar,isim,B2,,The investigation highlighted the critical role of outcomes.,Soruşturma sonuçlar kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,outlook,"görünüm, bakış açısı, olasılık",isim,B2,,The outlook for our business isn't good.,İşimizin geleceği iyi değil.
B1 Temel Akademik İsimler,output,"output/outputted - output/outputted, faaliyet, ürün",isim,B1,,The output at this factory has increased by 20%.,Bu fabrikada üretim %20 oranında arttı.
B2 İleri Akademik İsimler,oversight,"gözetim, nezaret, hata",isim,B2,,That is a serious oversight.,O ciddi bir ihmaldir.
B2 İleri Akademik İsimler,overtime,"fazla mesai için ödenen ücret, fazla mesai, mesai",isim,B2,,Do you often work overtime?,Sık sık mesai yapıyor musunuz?
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",painting,"tablo, resim, ressamlık",isim,B2,,It's only a painting.,Bu sadece bir tablo.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",paintings,"tablo, resim, ressamlık",isim,B2,,Did you see the paintings?,Tabloları gördünüz mü?
B1 Temel Akademik İsimler,palm,"palmiye, avuç içi, avuç",isim,B1,,Let me see your palm.,Avucunu görmeme izin ver.
B1 Temel Akademik İsimler,panel,"pano, panellerle süslemek, lambri ile kaplamak",isim,B1,,A panel of experts discussed the plan.,Uzmanlardan oluşan bir kurul planı tartıştı.
B1 Temel Akademik İsimler,panels,"çelik levhalara uygulanan emaye kaplamalar, cam paneller, damı katlanabilen vagon",isim,B1,,Do you use solar panels?,Güneş panelleri kullanıyor musunuz?
B1 Temel Akademik İsimler,path,"yol, pist, çığır",isim,B1,,I'll take this path.,Ben bu yoldan gideceğim.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",patients,"hastalar, hasta ve yaralılar",isim,B2,,I have a lot of patients.,Benim bir sürü hatam var.
B2 İleri Akademik İsimler,pattern,"modele göre yapmak, model, desen",isim,B2,,I can see a pattern.,Ben bir desen görebiliyorum.
B2 İleri Akademik İsimler,patterns,modeller,isim,B2,,Humans and cats have very different sleeping patterns.,İnsanlar ve kediler çok farklı uyku düzenlerine sahiptir.
B1 Temel Akademik İsimler,paul,idaho eyaletinde şehir,isim,B1,,One of Jesus' disciples was named Paul.,İsa'nın havarilerinden birinin adı Paulus'tu.
B1 Temel Akademik İsimler,paving,"yol yüzeyi, taş döşeme, yol döşeme",isim,B1,,The investigation highlighted the critical role of paving.,Soruşturma yol yüzeyi kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,pear,"armut, çong, kamboçya ve tayland’da yaşayan etnik bir grup",isim,B1,,I'm eating a pear.,Bir armut yiyorum.
B1 Temel Akademik İsimler,people,"insanlar, ulus, halk",isim,B1,,How do people do it?,İnsanlar bunu nasıl yapar?
