Alt Klasör,Kelime,Türkçe Anlamı,Tür,Seviye,Eş Anlamlılar,Örnek Cümle (İngilizce),Örnek Cümle (Türkçe)
B1-B2 Sık Çıkan Akademik Sıfatlar,initial,"ilk harf, baş harf, baştaki",sıfat,B2,,That was my initial thought.,O benim ilk düşüncemdi.
Akademik Zarflar (-ly / Derece),initially,"başlangıçta, ilkin, baştan",zarf,B2,,Initially I found it difficult to deal with my new environment.,Başlangıçta yeni ortamımla baş etmeyi zor buldum.
C1 İleri Niteleme Sıfatları,innovative,"yaratıcı, yenilikçi, yeniliklere açık",sıfat,C1,,I try to be innovative.,Yenilikçi olmaya çalışıyorum.
B1-B2 Sık Çıkan Akademik Sıfatlar,instant,"anlık, esna, dakika",sıfat,B2,,It changed in an instant.,Bir anda değişti.
C1 İleri Niteleme Sıfatları,insufficient,"kıt, yetersiz, yeterli değil",sıfat,C1,,His knowledge of geography is insufficient.,Onun coğrafya bilgisi yetersizdir.
Akademik Zarflar (-ly / Derece),intellectually,"anlayarak, akıl ile, zeka ile",zarf,C1,,The discussion was intellectually stimulating.,Münazara entelektüel olarak aydınlatıcıydı.
B1-B2 Sık Çıkan Akademik Sıfatlar,intense,"yoğun, gergin, istekli",sıfat,B2,,The pain was very intense.,Ağrı çok yoğundu.
B1-B2 Sık Çıkan Akademik Sıfatlar,intensive,"yoğun, şiddetli, aşırı",sıfat,B2,,The two gunshot victims are in the intensive care unit at a nearby hospital.,İki kurşun mağduru yakındaki bir hastanede yoğun bakım ünitesinde bulunmaktadır.
Akademik Zarflar (-ly / Derece),intentionally,"kasten, kasıtlı olarak, taammüden",zarf,C1,,Did you do that intentionally?,Sen onu kasıtlı olarak mı yaptın?
C1 İleri Niteleme Sıfatları,international,"devletlerarası, enternasyonal, milletlerarası",sıfat,C1,,The drug problem is international.,Uyuşturucu problemi uluslararasıdır.
B1-B2 Sık Çıkan Akademik Sıfatlar,invented,"icat edilmiş, uydurmasyon, icat edilen",sıfat,B2,,It was invented by Tom.,Bu Tom tarafından icat edildi.
C1 İleri Niteleme Sıfatları,investigated,"soruşturulmuş, incelenmiş, araştırılmış",sıfat,C1,,We investigated the matter from all angles.,Konuyu tüm açılardan araştırdık.
B1-B2 Sık Çıkan Akademik Sıfatlar,involved,"ilgili, karmaşık, girift",sıfat,B2,,I can't get involved.,Ben karışamam.
B1-B2 Sık Çıkan Akademik Sıfatlar,irritable,"asabi, titiz, barut gibi",sıfat,B2,,He is always a little irritable in the morning.,"O, her zaman sabahleyin biraz asabidir."
B1-B2 Sık Çıkan Akademik Sıfatlar,irritated,"sinirli, sinirlendirilmiş, öfkeli",sıfat,B2,,I know you're irritated.,Sinirli olduğunuzu biliyorum.
C1 İleri Niteleme Sıfatları,irritating,"rahatsız etme, sinirlendirme, sinir",sıfat,C1,,Sometimes you're so irritating.,Sen bazen çok rahatsız edicisin.
B1-B2 Sık Çıkan Akademik Sıfatlar,joyful,"sevinçli, şatır, sevindirici",sıfat,B1,,Christmas is a joyful time.,Noel neşeli bir zamandır.
B1-B2 Sık Çıkan Akademik Sıfatlar,kind,"tür, çeşit, cins",sıfat,B1,,He's kind to me.,O bana karşı nazik.
Akademik Zarflar (-ly / Derece),kindly,"merhametli, iyi, içten",zarf,B1,,You will be treated kindly.,Size nazikçe davranılacak.
B1-B2 Sık Çıkan Akademik Sıfatlar,knowing,"haberdar, haberi olan, bilen",sıfat,B2,,It was nice knowing you.,Seninle tanışmak güzeldi.
B1-B2 Sık Çıkan Akademik Sıfatlar,known,"bilinen, bilindik, malum",sıfat,B1,,I've always known it.,Onu her zaman tanıyordum.
B1-B2 Sık Çıkan Akademik Sıfatlar,large,"iri, geniş, büyük",sıfat,B1,,It's a large one.,Bu büyük biri.
B1-B2 Sık Çıkan Akademik Sıfatlar,lasting,"kalıcı, sürme, sağlam ayakkabılık kumaş",sıfat,B2,,First impressions are the most lasting.,İlk izlenimler en kalıcı olanlardır.
B1-B2 Sık Çıkan Akademik Sıfatlar,late,"gecikmiş, geç, her zamanki",sıfat,B1,,I'm a bit late.,Ben biraz geç kaldım.
B1-B2 Sık Çıkan Akademik Sıfatlar,latest,"son, en son, yeni",sıfat,B1,,What is the latest news?,En son haber nedir?
B1-B2 Sık Çıkan Akademik Sıfatlar,least,"en az, asgari, en önemsiz kimse",sıfat,B1,,I can at least try.,En azından deneyebilirim.
B1-B2 Sık Çıkan Akademik Sıfatlar,less,"daha az, eksi, daha az şey",sıfat,B1,,I ate less than Tom.,Tom'dan daha az yedim.
Akademik Zarflar (-ly / Derece),likely,"büyük ihtimalle, mantıklı, geleceği parlak",zarf,B1,,He's likely to come.,"O, muhtemelen gelecektir."
B1-B2 Sık Çıkan Akademik Sıfatlar,limited,"kısıtlı, sınırlı, belirlenmiş",sıfat,B2,,It's a limited-time offer.,Bu sınırlı bir süre teklifi.
B1-B2 Sık Çıkan Akademik Sıfatlar,little,"ufak, az, küçük",sıfat,B1,,I'm a little fat.,Ben biraz şişmanım.
B1-B2 Sık Çıkan Akademik Sıfatlar,living,"canlı, geçinmek, geçim",sıfat,B1,,I'm living here now.,Şimdi burada yaşıyorum.
B1-B2 Sık Çıkan Akademik Sıfatlar,loaded,"yüklü, yüklenmiş, hileli",sıfat,B1,,The gun isn't loaded.,Silah yüklü değil.
B1-B2 Sık Çıkan Akademik Sıfatlar,local,"lokal, yerel, yerli",sıfat,B1,,Is this a local train?,Bu yerel bir tren mi?
B1-B2 Sık Çıkan Akademik Sıfatlar,located,"tespit edilmiş, yeri tayin edilmiş, kain",sıfat,B2,,It's located in Boston.,"O, Boston'da yer almaktadır."
B1-B2 Sık Çıkan Akademik Sıfatlar,logical,"mantıklı, makul, mantığa uygun",sıfat,B2,,It seems logical to me.,Bana mantıklı görünüyor.
B1-B2 Sık Çıkan Akademik Sıfatlar,losing,"kaybediş, kaybetme, zarar gören",sıfat,B1,,I'm losing my hair.,Saçımı döküyorum.
B1-B2 Sık Çıkan Akademik Sıfatlar,lost,"kayıp, kaybolmuş, kaybetmek",sıfat,B1,,I think I'm lost.,Sanırım kayboldum.
B1-B2 Sık Çıkan Akademik Sıfatlar,loud,"yüksek, yüksek sesle, kaba",sıfat,B1,,Don't talk so loud.,Yüksek sesle konuşma.
Akademik Zarflar (-ly / Derece),luckily,"çok şükür, talihine, şans eseri",zarf,B2,,"Luckily, we have a plan.",Şansımıza bir planımız var.
B1-B2 Sık Çıkan Akademik Sıfatlar,lunar,"ay ile ilgili, kameri, ay",sıfat,B1,,Lunar eclipses can be total or partial.,Ay tutulmaları tam ya da kısmi olabilir.
B1-B2 Sık Çıkan Akademik Sıfatlar,made,"yapılmış, yapmak  eyleminin ikinci hali, yapılı",sıfat,B1,,I made a U-turn.,U dönüşü yaptım.
B1-B2 Sık Çıkan Akademik Sıfatlar,magic,"sihirbazlık, büyü, sihir",sıfat,B1,,This is a magic wand.,Bu sihirli bir değnek.
B1-B2 Sık Çıkan Akademik Sıfatlar,managing,"yönetme, idare etme, idari",sıfat,B2,,How are you managing it?,Nasıl üstesinden geliyorsun?
B1-B2 Sık Çıkan Akademik Sıfatlar,many,"birçok, çok, çoğu",sıfat,B1,,Don't eat too many.,Çok fazla yeme.
B1-B2 Sık Çıkan Akademik Sıfatlar,marvelous,"harika, müthiş, nefis",sıfat,B2,"stunning, dazzling, wonderful",I had a marvelous time.,Harika bir zaman geçirdim.
B1-B2 Sık Çıkan Akademik Sıfatlar,massive,"cüsseli, iri, çok büyük",sıfat,B2,,It's a massive undertaking.,Bu çok büyük bir girişim.
B1-B2 Sık Çıkan Akademik Sıfatlar,material,"materyal, madde, malzeme",sıfat,B2,,This material never wears out.,Bu malzeme asla aşınmaz.
C1 İleri Niteleme Sıfatları,meaningless,"manasız, anlamsız, ipsiz sapsız",sıfat,C1,,Life is meaningless without you.,Sensiz hayat anlamsız.
B1-B2 Sık Çıkan Akademik Sıfatlar,medial,"ortada olan, medial, vasat",sıfat,B1,,The empirical results of the study were remarkably medial.,Çalışmanın ampirik sonuçlarının son derece ortada olan olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,medic,"kabayonca, doktor, korunga",sıfat,B1,,The medic ripped open Tom's shirt and took a look at the wound.,"Doktor, Tom'un gömleğini yırtarak açtı ve yaraya göz attı."
B1-B2 Sık Çıkan Akademik Sıfatlar,medical,"medikal, tıbbi, tıp",sıfat,B2,,He is a medical student.,O bir tıp öğrencisidir.
B1-B2 Sık Çıkan Akademik Sıfatlar,mental,"akli, zihinsel, ruhsal",sıfat,B1,,I had a mental breakdown.,Ruhsal sinir bozuntum vardı.
B1-B2 Sık Çıkan Akademik Sıfatlar,met,karşılaşılan,sıfat,B1,,I'm glad we met.,Tanıştığımıza memnun oldum.
Akademik Zarflar (-ly / Derece),meticulously,"özenle, titizlikle, özenli biçimde",zarf,C1,,The school was meticulously clean.,Okul özenle temizlendi.
B1-B2 Sık Çıkan Akademik Sıfatlar,missing,"özlem, özleme, noksan",sıfat,B2,,I'm missing a sock.,Ben bir çorabı kaybediyorum.
B1-B2 Sık Çıkan Akademik Sıfatlar,modern,"çağdaş, modern, modern kimse",sıfat,B1,,She's a modern girl.,O modern bir kızdır.
C1 İleri Niteleme Sıfatları,modernized,"modernize, modernleştirilmiş",sıfat,C1,,The empirical results of the study were remarkably modernized.,Çalışmanın ampirik sonuçlarının son derece modernize olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,momentary,"bir anlık, sürekli olmayan, sadece bir an devam eden",sıfat,B2,,The empirical results of the study were remarkably momentary.,Çalışmanın ampirik sonuçlarının son derece bir anlık olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,monitored,"izlenen, gözlenen",sıfat,B2,,The U.N. monitored the country's elections.,Birleşmiş Milletler ülkedeki seçimleri izledi.
C1 İleri Niteleme Sıfatları,monotonous,"monoton, monotonluk, yavan",sıfat,C1,,She says her life is monotonous.,Yaşantısının monoton olduğunu söylüyor.
B1-B2 Sık Çıkan Akademik Sıfatlar,most,"en, en çok, en fazlası",sıfat,B1,,I love you the most.,En çok seni seviyorum.
C1 İleri Niteleme Sıfatları,motionless,"hareketsiz, duruk, devinimsiz",sıfat,C1,,A cat jumped onto the chair and lay motionless.,Bir kedi sandalyeye atladı ve hareketsiz yatıyor.
B1-B2 Sık Çıkan Akademik Sıfatlar,motive,"güdü, motif, motive etmek",sıfat,B1,,What was Tom's motive for doing that?,Tom'un bunu yapmasının nedeni neydi?
B1-B2 Sık Çıkan Akademik Sıfatlar,multi,"birden çok, çoklu, çok",sıfat,B1,,Most computers made today are equipped with multi-core processors.,Bugün yapılan çoğu bilgisayar çok çekirdekli işlemcilerle donatılmıştır.
C1 İleri Niteleme Sıfatları,multicultural,"multikültürel, çok kültürlü",sıfat,C1,,The empirical results of the study were remarkably multicultural.,Çalışmanın ampirik sonuçlarının son derece multikültürel olduğu görüldü.
C1 İleri Niteleme Sıfatları,multifunctional,"çok fonksiyonlu cihaz, çok fonksiyonlu yazıcı, multifonksiyonel peptid",sıfat,C1,,The empirical results of the study were remarkably multifunctional.,Çalışmanın ampirik sonuçlarının son derece çok fonksiyonlu cihaz olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,musical,"müzikli, müziğe ait, müzikal",sıfat,B2,,This play is a musical.,Bu oyun bir müzikaldir.
C1 İleri Niteleme Sıfatları,mysterious,"esrarengiz, gizemli, anlaşılmaz",sıfat,C1,,Tom's death was mysterious.,Tom'un ölümü gizemliydi.
B1-B2 Sık Çıkan Akademik Sıfatlar,mystical,"gizemli, gizemcil, esrarlı",sıfat,B2,,The empirical results of the study were remarkably mystical.,Çalışmanın ampirik sonuçlarının son derece gizemli olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,natural,"tabii, doğuştan, natürel",sıfat,B2,,I think it's natural.,Ben bunun doğal olduğunu düşünüyorum.
Akademik Zarflar (-ly / Derece),nearly,"hemen hemen, neredeyse, az kaldı",zarf,B1,,A car nearly hit Tom.,Tom'a neredeyse bir araba çarpıyordu.
B1-B2 Sık Çıkan Akademik Sıfatlar,necessary,"gereken, gerekli, gereken şey",sıfat,B2,,I think it's necessary.,Sanırım o gerekli.
B1-B2 Sık Çıkan Akademik Sıfatlar,needed,"lazım, ihtiyaç duyulan, gerek",sıfat,B1,,I got what I needed.,İhtiyacım olanı aldım.
B1-B2 Sık Çıkan Akademik Sıfatlar,negative,"negatif, olumsuz, menetmek",sıfat,B2,,Don't be so negative.,Bu kadar olumsuz olma.
B1-B2 Sık Çıkan Akademik Sıfatlar,new,"yeni, yeni olan şey, ilk evre",sıfat,B1,,I got a new job.,Yeni bir işim var.
Akademik Zarflar (-ly / Derece),newly,"yeni, yeni olarak, yakın zamanlarda",zarf,B1,,Newly printed books smell good.,Yeni basılmış kitaplar güzel kokuyor.
B1-B2 Sık Çıkan Akademik Sıfatlar,next,"sonraki, bir sonra gelen şey, önümüzdeki",sıfat,B1,,I'm next in line.,Ben sırada bir sonrakiyim.
Akademik Zarflar (-ly / Derece),nicely,"hoşça, hoş, iyi",zarf,B1,,It has worked out nicely.,Bu güzelce işe yaradı.
B1-B2 Sık Çıkan Akademik Sıfatlar,noisy,"gürültücü, gürültülü, patırtılı",sıfat,B1,,It's noisy in here.,Burası gürültülü.
B1-B2 Sık Çıkan Akademik Sıfatlar,normal,"olağan, normal, standart",sıfat,B1,,I'm a normal guy.,Ben normal bir adamım.
Akademik Zarflar (-ly / Derece),normally,"normalde, normal bir şekilde, genelde",zarf,B2,,I don't normally lie.,Normalde yalan söylemem.
B1-B2 Sık Çıkan Akademik Sıfatlar,notable,"göze çarpan, dikkate değer, tanınmış kimse",sıfat,B2,,Statues of Buddha are notable works of Japanese art.,Buda heykelleri Japon sanatının önemli eserleridirler.
C1 İleri Niteleme Sıfatları,nourishing,"besi, besleyici, besin değeri yüksek",sıfat,C1,,This food's not nourishing enough.,Bu yiyecek yeterince besleyici değil.
B1-B2 Sık Çıkan Akademik Sıfatlar,novel,"roman, acayip, yeni",sıfat,B1,,It's just a novel.,Bu sadece bir roman.
B1-B2 Sık Çıkan Akademik Sıfatlar,numerous,"sayısız, birçok, pek çok",sıfat,B2,,I've done that numerous times.,Bunu defalarca yaptım.
C1 İleri Niteleme Sıfatları,nutritional,"beslenme ile ilgili, nutrisyonel, besin",sıfat,C1,,Sugary drinks have no nutritional value and contribute significantly to weight gain.,Şekerli içeceklerin hiçbir besin değeri yoktur ve kilo almaya önemli ölçüde etki ederler.
C1 İleri Niteleme Sıfatları,obligatory,"mecburi, zorunlu, vacip",sıfat,C1,,The empirical results of the study were remarkably obligatory.,Çalışmanın ampirik sonuçlarının son derece mecburi olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,obscure,"saklamak, gizlemek, karartmak",sıfat,B2,,The meaning is still obscure to me.,Anlam benim için hâlâ anlaşılmaz.
B1-B2 Sık Çıkan Akademik Sıfatlar,observed,"gözlenmiş, gözlenen",sıfat,B2,,I noticed I was being observed.,Gözlenmekte olduğumu fark ettim.
B1-B2 Sık Çıkan Akademik Sıfatlar,obtained,"elde edilen, elde edilmiş, elde edildi",sıfat,B2,,I obtained the painting at an auction.,Bir açık artırmada tablo satın aldım.
B1-B2 Sık Çıkan Akademik Sıfatlar,old,"eskimiş, eski, yaşlı",sıfat,B1,,I'm an old man.,Ben yaşlı bir adamım.
B1-B2 Sık Çıkan Akademik Sıfatlar,olive,"zeytin, zeytin yeşili, zeytin rengi",sıfat,B1,,Give me the olive oil.,Bana zeytinyağı ver.
B1-B2 Sık Çıkan Akademik Sıfatlar,olympic,olimpik,sıfat,B2,,He took part in the Olympic Games.,Olimpiyat oyunlarına katıldı.
B1-B2 Sık Çıkan Akademik Sıfatlar,ongoing,"süregiden, sürmekte olan, süregitmekte olan",sıfat,B2,,It's an ongoing process.,Bu devam eden bir süreç.
Akademik Zarflar (-ly / Derece),openly,"açıkça, resmen, açık",zarf,B1,"clearly, frankly, candidly",He openly confessed his faults.,Hatalarını açıkça itiraf etti.
B1-B2 Sık Çıkan Akademik Sıfatlar,opposite,"zıt, aksi, karşıt",sıfat,B2,,It'll be the opposite.,Bunun tam tersi olacak.
B1-B2 Sık Çıkan Akademik Sıfatlar,optimal,"uygun, ideal, en uygun",sıfat,B2,,Finding an optimal solution will take some time.,En uygun çözümü bulmak biraz zaman alacak.
B1-B2 Sık Çıkan Akademik Sıfatlar,optimum,"en uygun durum, ideal, optimum",sıfat,B2,,The empirical results of the study were remarkably optimum.,Çalışmanın ampirik sonuçlarının son derece en uygun durum olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,ordered,"sıralı, ısmarlama, düzgün",sıfat,B2,,I just ordered a beer.,Sadece bir bira ısmarladım.
Akademik Zarflar (-ly / Derece),orderly,"yazıcı, hastane hademesi, emir eri",zarf,B2,,The empirical results of the study were remarkably orderly.,Çalışmanın ampirik sonuçlarının son derece yazıcı olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,organized,"teşkilatlı, organize olmuş, tertipli",sıfat,B2,,I'm not very organized.,Çok tertipli değilim.
C1 İleri Niteleme Sıfatları,outstanding,"üstün, göze çarpan, seçkin",sıfat,C1,,She is an outstanding poet.,O seçkin bir şairdir.
B1-B2 Sık Çıkan Akademik Sıfatlar,overall,"bir uçtan bir uca, etraflı, tüm",sıfat,B2,,Where can I buy overalls?,Tulumları nereden alabilirim?
B1-B2 Sık Çıkan Akademik Sıfatlar,owing,"ödenmemiş, borçlanma, borçlu",sıfat,B1,,The dam burst owing to the heavy rain.,Yoğun yağış sebebiyle baraj taştı.
B1-B2 Sık Çıkan Akademik Sıfatlar,parallel,"aynı doğrultuda olan, paralel, benzetmek",sıfat,B2,,This line is parallel to that.,Bu çizgi ona paraleldir.
C1 İleri Niteleme Sıfatları,particular,"özel, belirli, nokta",sıfat,C1,,She's particular about food.,Yemek konusunda çok titizdir.
Akademik Zarflar (-ly / Derece),passionately,"hararetle, tutkuyla",zarf,C1,,"Even if you go away, I'll still passionately love you.","Uzaklara gitsen bile, seni yine de tutkuyla seveceğim."
B1-B2 Sık Çıkan Akademik Sıfatlar,patient,"hasta, sabırlı, mütehammil",sıfat,B2,,I'm a patient man.,Ben sabırlı bir adamım.
B1-B2 Sık Çıkan Akademik Sıfatlar,paying,"tediye, ücret, paralı",sıfat,B1,,I don't mind paying.,Ödemeye itirazım yok.
B1-B2 Sık Çıkan Akademik Sıfatlar,perfect,"kusursuz, mükemmel, mükemmelleştirmek",sıfat,B2,,It's a perfect day.,Mükemmel bir gün.
B1-B2 Sık Çıkan Akademik Sıfatlar,perilous,"vahim, korku, çok tehlikeli",sıfat,B2,,The empirical results of the study were remarkably perilous.,Çalışmanın ampirik sonuçlarının son derece vahim olduğu görüldü.
C1 İleri Niteleme Sıfatları,peripheral,"çevresel, periferik, çevre",sıfat,C1,,The empirical results of the study were remarkably peripheral.,Çalışmanın ampirik sonuçlarının son derece çevresel olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,permanent,"daimi, kalıcı, perma",sıfat,B2,,I have a permanent contract.,Kalıcı bir sözleşmem var.
C1 İleri Niteleme Sıfatları,persistent,"ısrar eden, ısrarlı, ısrarcı",sıfat,C1,"constant, relentless, determined, tenacious",I can be very persistent.,Çok ısrarcı olabilirim.
B1-B2 Sık Çıkan Akademik Sıfatlar,personal,"kişisel, özel, şahsi",sıfat,B2,,I think it's personal.,Bence bu kişiye özel.
C1 İleri Niteleme Sıfatları,perspective,"bakış açısı, perspektif, derinlemesine inceleme yeteneği",sıfat,C1,,Let's keep it in perspective.,Ona bir bütün olarak bakalım.
B1-B2 Sık Çıkan Akademik Sıfatlar,persuaded,"ikna edilen, ikna edilmiş",sıfat,B2,,I think I've persuaded Tom.,Sanırım Tom'u ikna ettim.
B1-B2 Sık Çıkan Akademik Sıfatlar,petty,"ehemmiyetsiz, cüzi, olağan",sıfat,B1,,Don't be so petty.,Kıllık yapma.
B1-B2 Sık Çıkan Akademik Sıfatlar,physical,"bedensel, muayene, bedeni",sıfat,B2,,I had a physical checkup.,Ben bir sağlık kontrolü yaptırdım.
C1 İleri Niteleme Sıfatları,physiological,"işlevbilimsel, diriksel, fizyolojik",sıfat,C1,,The empirical results of the study were remarkably physiological.,Çalışmanın ampirik sonuçlarının son derece işlevbilimsel olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,pivotal,"eksensel, eksen, esas",sıfat,B2,,The empirical results of the study were remarkably pivotal.,Çalışmanın ampirik sonuçlarının son derece eksensel olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,plausible,"makul, olası, akla yatkın",sıfat,B2,,It's a plausible story.,"O, inandırıcı bir hikayedir."
B1-B2 Sık Çıkan Akademik Sıfatlar,poisonous,"zehirli, kötü niyetli, ağılı",sıfat,B2,,This is a poisonous mushroom.,Bu zehirli bir mantar.
B1-B2 Sık Çıkan Akademik Sıfatlar,polar,"ucay, zıt, kutup",sıfat,B1,,The polar bears are dying.,Kutup ayıları ölüyor.
Akademik Zarflar (-ly / Derece),politely,"kibarca, nezaketle, nazikçe",zarf,B2,,She bowed to me politely.,O kibarca bana selam verdi.
B1-B2 Sık Çıkan Akademik Sıfatlar,politic,"politik, basiretli, kurnaz",sıfat,B2,,I don't like politics.,Ben siyaseti sevmiyorum.
B1-B2 Sık Çıkan Akademik Sıfatlar,political,"politik, siyasi, siyasal",sıfat,B2,,He had many political enemies.,Onun çok sayıda siyasi düşmanları vardı.
B1-B2 Sık Çıkan Akademik Sıfatlar,positive,"pozitif, artı, olumlu",sıfat,B2,,I can't be positive.,Olumlu olamıyorum.
B1-B2 Sık Çıkan Akademik Sıfatlar,possible,"olabilir, olanaklı, muhtemel",sıfat,B2,,It won't be possible.,Mümkün olmayacak.
B1-B2 Sık Çıkan Akademik Sıfatlar,potent,"cinsel gücü yüksek, inandırıcı, nüfuzlu",sıfat,B1,,The empirical results of the study were remarkably potent.,Çalışmanın ampirik sonuçlarının son derece cinsel gücü yüksek olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,potential,"potansiyel, olası, güç",sıfat,B2,,He is a potential leader.,O potansiyel bir liderdir.
Akademik Zarflar (-ly / Derece),potently,"yoğun bir şekilde, güçlü bir şekilde",zarf,B2,,The empirical results of the study were remarkably potently.,Çalışmanın ampirik sonuçlarının son derece yoğun bir şekilde olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,powered,"motorla tahrik edilen, tahrikli",sıfat,B2,,I wish I had solar-powered car.,Keşke güneş enerjili arabam olsa.
B1-B2 Sık Çıkan Akademik Sıfatlar,powerful,"güçlü, kuvvetli, muhteşem",sıfat,B2,,He's rich and powerful.,"O, zengin ve güçlüdür."
B1-B2 Sık Çıkan Akademik Sıfatlar,practical,"tatbiki, kullanışlı, pratik",sıfat,B2,,I never was very practical.,Ben asla çok pratik değildim.
Akademik Zarflar (-ly / Derece),precisely,"açık olarak, tam, belli",zarf,B2,,What precisely did you do?,Tam olarak ne yaptın?
B1-B2 Sık Çıkan Akademik Sıfatlar,prevalent,"yaygın, olagelen, etkili",sıfat,B2,,Colds are prevalent this winter.,"Soğuk algınlığı, bu kış yaygındır."
C1 İleri Niteleme Sıfatları,preventing,"önleyen, engelleyen",sıfat,C1,,Nothing's preventing you from leaving.,Hiçbir şey sizin gitmenizi engellemiyor.
C1 İleri Niteleme Sıfatları,preventive,"önleyici, önleyici ilaç, önlem",sıfat,C1,,Preventive measures are much more effective than the actual treatment.,Önleyici tedbirler gerçek tedaviden çok daha etkilidir.
Akademik Zarflar (-ly / Derece),previously,"önceden, daha önce, evvelce",zarf,C1,,The empirical results of the study were remarkably previously.,Çalışmanın ampirik sonuçlarının son derece önceden olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,probable,"olası, muhtemel, olasılı",sıfat,B2,,How probable is that to happen?,Onun olması ne kadar muhtemel?
B1-B2 Sık Çıkan Akademik Sıfatlar,produced,"üretmek, üretilen, üretilmiş",sıfat,B2,,My efforts produced no results.,Çabalarım hiç sonuç vermedi.
C1 İleri Niteleme Sıfatları,productive,"üretken, verimli, kazançlı",sıfat,C1,,I hope you had a productive day.,Umarım üretken bir gün geçirdiniz.
C1 İleri Niteleme Sıfatları,progressive,"ileri düşünceli kimse, müterakki, ilerleyici",sıfat,C1,,His policies were too progressive.,Onun politikaları çok yenilikçi idi.
Akademik Zarflar (-ly / Derece),progressively,"devamlı olarak, ilerledikçe, artan bir şekilde",zarf,C1,,The empirical results of the study were remarkably progressively.,Çalışmanın ampirik sonuçlarının son derece devamlı olarak olduğu görüldü.
B1-B2 Sık Çıkan Akademik Sıfatlar,prominent,"öne çıkan, çıkıntılı, önde gelen",sıfat,B2,,He felt ill at ease among prominent scholars.,Seçkin bilim adamları arasında huzursuz hissetti.
Akademik Zarflar (-ly / Derece),properly,"uygun bir şekilde, doğru dürüst, düzgün bir şekilde",zarf,B2,,Let's do this properly.,Hadi bunu doğru düzgün yapalım.
C1 İleri Niteleme Sıfatları,protective,"koruyucu, sahip çıkan, koruma",sıfat,C1,,He's very protective of him.,O kendine karşı çok koruyucu.
B1-B2 Sık Çıkan Akademik Sıfatlar,proven,"kanıtlanmış, kanıtlı, ispatlı",sıfat,B1,,It's a proven fact.,O kanıtlanmış bir gerçek.
C1 İleri Niteleme Sıfatları,psychological,"ruhbilimsel, ruhi, tinbilimsel",sıfat,C1,,The doctor thinks Tom's problem is psychological.,Doktor Tom'un sorununun psikolojik olduğunu düşünüyor.
B1-B2 Sık Çıkan Akademik Sıfatlar,punitive,"cezalandırıcı, ceza, cezayı gerektiren",sıfat,B2,,The empirical results of the study were remarkably punitive.,Çalışmanın ampirik sonuçlarının son derece cezalandırıcı olduğu görüldü.
C1 İleri Niteleme Sıfatları,purchasable,"alınabilir, satın alınabilir, satın alınır",sıfat,C1,,The empirical results of the study were remarkably purchasable.,Çalışmanın ampirik sonuçlarının son derece alınabilir olduğu görüldü.
Akademik Zarflar (-ly / Derece),purposely,"kasti olarak, inadına, kasten",zarf,B2,,Did you do that purposely?,Onu kasıtlı olarak mı yaptın?
B1-B2 Sık Çıkan Akademik Sıfatlar,puzzled,"şaşkın, şaşırmış, karışmış",sıfat,B2,,I'm a little puzzled.,Biraz şaşkınım.
B1-B2 Sık Çıkan Akademik Sıfatlar,puzzling,"kafa karıştırıcı, muammalı, anlaşılmaz",sıfat,B2,,It was puzzling to me.,Benim için şaşırtıcıydı.
B1-B2 Sık Çıkan Akademik Sıfatlar,qualified,"nitelikli, vasıflı, kalifiye",sıfat,B2,,Am I qualified to do that?,Onu yapmak için nitelikli miyim?
B1-B2 Sık Çıkan Akademik Sıfatlar,quick,"süratli, hızlı, çabuk",sıfat,B1,,I ate a quick lunch.,Hızlı bir öğle yemeği yedim.
Akademik Zarflar (-ly / Derece),quickly,"hızla, aceleyle, süratle",zarf,B2,,I had to act quickly.,Çabuk hareket etmek zorunda kaldım.
B1-B2 Sık Çıkan Akademik Sıfatlar,rainy,"yağmurlu, yağışlı",sıfat,B1,,It's a rainy day.,Yağmurlu bir gün.
B1-B2 Sık Çıkan Akademik Sıfatlar,rapid,"ani, hızlı, kuduruk",sıfat,B1,,He has made rapid progress in English.,"O, İngilizcede hızlı bir gelişme yaptı."
Akademik Zarflar (-ly / Derece),rapidly,"hızla, süratle, çarçabuk",zarf,B2,,She tends to speak rapidly.,"O, hızlı konuşmaya eğilimlidir."
B1-B2 Sık Çıkan Akademik Sıfatlar,reachable,"ulaşılabilir, erişebilir, varılabilir",sıfat,B2,,The empirical results of the study were remarkably reachable.,Çalışmanın ampirik sonuçlarının son derece ulaşılabilir olduğu görüldü.
