Alt Klasör,Kelime,Türkçe Anlamı,Tür,Seviye,Eş Anlamlılar,Örnek Cümle (İngilizce),Örnek Cümle (Türkçe)
B2 İleri Akademik Fiiller,sustain,"güç vermek, ayakta tutmak, uğramak",fiil,B2,,We know we can't sustain that.,Onu devam ettiremeyeceğimizi biliyoruz.
B2 İleri Akademik Fiiller,symbolize,"sembolü olmak, simgelemek, simgesi olmak",fiil,B2,"represent, stand for, embody, signify",An olive branch symbolizes peace.,Bir zeytin dalı barışı sembolize eder.
B1 Temel Sınav Fiilleri,take,"almak, çekmek, götürmek",fiil,B1,,I didn't take it.,Onu almadım.
B1 Temel Sınav Fiilleri,tell,"haber vermek, söylemek, anlatmak",fiil,B1,,Do as I tell you.,Sana söylediğim gibi yap.
B1 Temel Sınav Fiilleri,tend,"eğilimi olmak, yüz tutmak, yol açmak",fiil,B1,,I tend to be lazy.,Tembel olmaya eğilimliyim.
B1 Temel Sınav Fiilleri,test,"sınamak, test, sınav",fiil,B1,,We need to test it.,Onu test etmeliyiz.
B1 Temel Sınav Fiilleri,then,"o zamanlar, o zamanki, o zamanın",fiil,B1,,I was a baby then.,Ben o zaman bebektim.
B1 Temel Sınav Fiilleri,there,"oraya, orada, ora",fiil,B1,,I can't go there.,Oraya gidemem.
B1 Temel Sınav Fiilleri,think,"sanmak, düşünmek, thought - thought",fiil,B1,,I think I'm OK.,Sanırım iyiyim.
B1 Temel Sınav Fiilleri,today,"bugün, içinde bulunulan dönem, zamane",fiil,B1,,Can I do it today?,Onu bugün yapabilir miyim?
B2 İleri Akademik Fiiller,tomorrow,"yarın, gelecekte",fiil,B2,,I can't go tomorrow.,Yarın gidemem.
B1 Temel Sınav Fiilleri,too,"gereğinden çok, çok, aşırı",fiil,B1,,"I'll do it, too.",Ben de onu yapacağım.
B2 İleri Akademik Fiiller,transform,"dönüşmek, dönüştürmek, çevirmek",fiil,B2,,Repetition does not transform a lie into a truth.,Tekrarlama bir yalanı gerçeğe dönüştürmez.
B2 İleri Akademik Fiiller,transmit,"iletmek, ulaştırmak, yayınlamak",fiil,B2,,We have to transmit our culture to the next generation.,Biz gelecek nesillere kültürümüzü aktarmak zorundayız.
B1 Temel Sınav Fiilleri,treat,"davranmak, işlemek, muamele etmek",fiil,B1,"cure, heal, medicate",I got you a treat.,Sana bir ikramım var.
B1 Temel Sınav Fiilleri,trek,"göçmek, öküz arabasıyla yol almak, kağnı ile gitmek",fiil,B1,,What's your favorite Star Trek episode?,Favori Star Trek bölümünüz hangisidir?
B1 Temel Sınav Fiilleri,try,"denemek, deneme, yoklamak",fiil,B1,,Can I try it on?,Onu deneyebilir miyim?
B1 Temel Sınav Fiilleri,turn,"dönmek, döndürmek, çevirmek",fiil,B1,,I made a U-turn.,U dönüşü yaptım.
B2 İleri Akademik Fiiller,ultimate,"nihai, son, sonuç",fiil,B2,,It's the ultimate test.,Bu nihai test.
B2 İleri Akademik Fiiller,unchange,"eski haline getirmek, önceki haline getirmek, değişmemek",fiil,B2,,The research committee agreed to unchange the proposed methodology.,Araştırma komitesi önerilen metodolojiyi eski haline getirmek konusunda mutabık kaldı.
B2 İleri Akademik Fiiller,unfreeze,"unfroze - unfrozen, serbest bırakmak, buzunu çözmek",fiil,B2,,The research committee agreed to unfreeze the proposed methodology.,Araştırma komitesi önerilen metodolojiyi unfroze - unfrozen konusunda mutabık kaldı.
B1 Temel Sınav Fiilleri,unite,"birleşmek, birleştirmek, raptetmek",fiil,B1,,The two companies plan to unite.,İki şirket birleşmeyi planlıyor.
B1 Temel Sınav Fiilleri,urge,"dürtü, dürtmek, ısrar etmek",fiil,B1,,We urge you to be patient.,Sabırlı olmanı ısrarla tavsiye ediyoruz.
B2 İleri Akademik Fiiller,utilize,"faydalı hale getirmek, yararlanmak, yarar sağlamak",fiil,B2,,We had better utilize our natural resources.,Doğal kaynaklarımızdan faydalansak iyi olur.
B1 Temel Sınav Fiilleri,verify,"doğrulamak, soruşturmak, kanıtlamak",fiil,B1,,We have no way to verify this.,Bunu doğrulamak için hiçbir yöntemimiz yok.
B1 Temel Sınav Fiilleri,want,"istemek, istek, isteklenmek",fiil,B1,,I don't want it.,Ben onu istemiyorum.
B1 Temel Sınav Fiilleri,was,"aynen bırakmak, doğduğuna pişman olmak, laf ağzında kalmak",fiil,B1,,I was in a coma.,Ben komadaydım.
B1 Temel Sınav Fiilleri,went,gitmenin  2. hali,fiil,B1,,I'm glad I went.,Gittiğime memnun oldum.
B1 Temel Sınav Fiilleri,were,"bölgeden yer yer çatışma haberleri gelmek, alınan kararlar, adeta",fiil,B1,,I knew you were OK.,İyi olduğunu biliyordum.
C1 Üst Düzey Paragraf Fiilleri,whereabouts,"bulunduğu veya olduğu yer, yer, semt",fiil,C1,,I don't know his whereabouts.,Onun bulunduğu yeri bilmiyorum.
B1 Temel Sınav Fiilleri,why,"neden, niçin, niye",fiil,B1,,Why can't I go?,Neden gidemem?
B1 Temel Sınav Fiilleri,wind,"sarmak, dolamak, yel",fiil,B1,,A cold wind blew in.,Evde soğuk bir rüzgar esti.
B1 Temel Sınav Fiilleri,worry,"endişelenmek, üzülmek, merak etmek",fiil,B1,,I try not to worry.,Üzülmemeye çalışıyorum.
B1 Temel Sınav Fiilleri,wound,"yaralamak, yara, vurmak",fiil,B1,,Is the wound very deep?,Yara çok derin mi?
B2 İleri Akademik Fiiller,yesterday,dün,fiil,B2,,I got my pay yesterday.,Dün ödememi aldım.
